ILSVRC2012_val_00000007.bin 0c0a08080505050404040404040303
ILSVRC2012_val_00041907.bin 050404040303030303030303030202
ILSVRC2012_val_00041915.bin 060605050505050504040404040404
ILSVRC2012_val_00041932.bin 080807070707060605050505050504
ILSVRC2012_val_00041943.bin 050404040404030303030303030303
ILSVRC2012_val_00041951.bin 0b0a0a060605050404040404040303
ILSVRC2012_val_00041958.bin 070707050505050404030303030303
ILSVRC2012_val_00041962.bin 080505050505050404040404040404
ILSVRC2012_val_00041966.bin 0b0606060605050505040404040404
ILSVRC2012_val_00041968.bin 050404030303030303030202020202
ILSVRC2012_val_00041981.bin 040404040403030303030303030303
ILSVRC2012_val_00041986.bin 080808070606060605050505050404
ILSVRC2012_val_00041989.bin 100c05050404040404040403030303
ILSVRC2012_val_00041996.bin 0c0a09090908080706060505050505
ILSVRC2012_val_00041999.bin 100b0b090908080807070707060606
ILSVRC2012_val_00042004.bin 0c0505050404040404040303030303
ILSVRC2012_val_00042014.bin 0a0908060606050505050504040404
ILSVRC2012_val_00042015.bin 0d0c0b0b0807070706060605040404
ILSVRC2012_val_00042028.bin 0a0805050504040404040404040404
ILSVRC2012_val_00042031.bin 080808070606060605050404030303
ILSVRC2012_val_00042035.bin 050504040303030303030303020202
ILSVRC2012_val_00042043.bin 0c0807060505040404040404040403
ILSVRC2012_val_00042047.bin 060606050505050404040404040404
ILSVRC2012_val_00042050.bin 090606060505050505050504040404
ILSVRC2012_val_00042061.bin 0a0706050404040404040404030303
ILSVRC2012_val_00042074.bin 060504040403030303030303030303
ILSVRC2012_val_00042076.bin 060604040404040303030303030303
ILSVRC2012_val_00042077.bin 080606060505050505040404040404
ILSVRC2012_val_00042085.bin 0b0a08080808080807070707070505
ILSVRC2012_val_00042091.bin 0b0a09090909090808070706060605
ILSVRC2012_val_00042096.bin 060505050404040404030303030303
ILSVRC2012_val_00042107.bin 050504040404040303030303030303
ILSVRC2012_val_00042114.bin 060505040404040403030303030303
ILSVRC2012_val_00042121.bin 0b0907070606050505040404040404
ILSVRC2012_val_00042130.bin 060606050505050504040404040404
ILSVRC2012_val_00042132.bin 0b0807060606060606060505050505
ILSVRC2012_val_00042136.bin 080707060606050505050505050505
ILSVRC2012_val_00042141.bin 0d0b0a0a0908080807070706060505
ILSVRC2012_val_00042145.bin 080706060504040403030303030303
ILSVRC2012_val_00042150.bin 0a0605050505050404040404040404
ILSVRC2012_val_00042154.bin 070706060505050403030302020202
ILSVRC2012_val_00042168.bin 080807060606050505050505050404
ILSVRC2012_val_00042169.bin 070705050504040404040303030303
ILSVRC2012_val_00042188.bin 0c0707060606060505050505040404
ILSVRC2012_val_00042190.bin 110a09090808070606050505050504
ILSVRC2012_val_00042195.bin 050404040403030303030302020202
ILSVRC2012_val_00042197.bin 0f0a08080707070606060605050505
ILSVRC2012_val_00042221.bin 0a0807070706040404040404040303
ILSVRC2012_val_00042222.bin 0c0909080807060606050505050505
ILSVRC2012_val_00042224.bin 030303030302020202020202020202
ILSVRC2012_val_00042229.bin 080807070707060606050505050505
ILSVRC2012_val_00042230.bin 080605050505040404040404030303
ILSVRC2012_val_00042234.bin 090807060606060505050505050505
ILSVRC2012_val_00042241.bin 060505050404040404040303030303
ILSVRC2012_val_00042259.bin 060505040404030303030303030303
ILSVRC2012_val_00042260.bin 060505050404040404040404040403
ILSVRC2012_val_00042261.bin 060504040404040403030303030303
ILSVRC2012_val_00042281.bin 050505050504040404040404030303
ILSVRC2012_val_00042287.bin 090808070606060505050505040404
ILSVRC2012_val_00042291.bin 0c0b08070606060606050505050505
ILSVRC2012_val_00042300.bin 050505040404040404040403030303
ILSVRC2012_val_00042305.bin 090707070706060606060606060605
ILSVRC2012_val_00042306.bin 0d0d0d0c0b0a0a0908070606060606
ILSVRC2012_val_00042309.bin 060404040404040303030302020202
ILSVRC2012_val_00042311.bin 060505050504040404040404040404
ILSVRC2012_val_00042313.bin 0f0c0a0a0808070707060606060606
ILSVRC2012_val_00042327.bin 0a0707070605040404040404040303
ILSVRC2012_val_00042329.bin 090808080706060606060605050505
ILSVRC2012_val_00042330.bin 0e0c07070606060606060505050404
ILSVRC2012_val_00042343.bin 090707070606060605050504040404
ILSVRC2012_val_00042348.bin 080706060605050505050505050404
ILSVRC2012_val_00042350.bin 0b0a08080807070706060605050505
ILSVRC2012_val_00042353.bin 050504040303030303030202020202
ILSVRC2012_val_00042358.bin 090605050505050504040404040404
ILSVRC2012_val_00042372.bin 090605040404040303030303030202
ILSVRC2012_val_00042373.bin 0f0c0a0a0909090909090808080807
ILSVRC2012_val_00042378.bin 060505050504040303030202020202
ILSVRC2012_val_00042405.bin 090807060504040404040403030303
ILSVRC2012_val_00042412.bin 0c0a07070606060606060605050505
ILSVRC2012_val_00042415.bin 070605050505040404040404040404
ILSVRC2012_val_00042420.bin 060504040403030303030303020202
ILSVRC2012_val_00042424.bin 070606060504040404040404040403
ILSVRC2012_val_00042428.bin 0c0b0b0a0707060605050504040404
ILSVRC2012_val_00042433.bin 110f0e0e0b0a080706060606050505
ILSVRC2012_val_00042437.bin 060505050504030303030303020202
ILSVRC2012_val_00042439.bin 060404040403030303030303030303
ILSVRC2012_val_00042443.bin 0a0706050504040404040404040403
ILSVRC2012_val_00042454.bin 050505050505040404040404040403
ILSVRC2012_val_00042471.bin 070606050505050404040404040303
ILSVRC2012_val_00042476.bin 0b0b09080807060606050504040403
ILSVRC2012_val_00042479.bin 060606050505050404040404030303
ILSVRC2012_val_00042488.bin 090807070606060505050505050504
ILSVRC2012_val_00042490.bin 050504040404040403030303030303
ILSVRC2012_val_00042493.bin 050404040404040403030303030303
ILSVRC2012_val_00042497.bin 0b0908080808080807070606060606
ILSVRC2012_val_00042498.bin 070606060605050505050505050504
ILSVRC2012_val_00042505.bin 0d0d0b090909090807070606060505
ILSVRC2012_val_00042517.bin 0b0707070706050505050404040404
ILSVRC2012_val_00042520.bin 080806060505050505040404040404
ILSVRC2012_val_00042521.bin 060605050505050505040404040404
ILSVRC2012_val_00042522.bin 050505050404040404040404040303
ILSVRC2012_val_00042526.bin 060606050504040404040404040404
ILSVRC2012_val_00042527.bin 0b0b0a090808070706060606050505
ILSVRC2012_val_00042528.bin 0f0e0b0b0a09090908080707070606
ILSVRC2012_val_00042539.bin 070706050505050504040404040403
ILSVRC2012_val_00042543.bin 070505040404040403030303030303
ILSVRC2012_val_00042548.bin 070606050504040404040404030303
ILSVRC2012_val_00042550.bin 040404040303030303030302020202
ILSVRC2012_val_00042558.bin 080504040404040404040303030303
ILSVRC2012_val_00042569.bin 0a0705050504040404040404040403
ILSVRC2012_val_00042574.bin 0a0a09080807070606060605050505
ILSVRC2012_val_00042575.bin 060606060606050505050504040404
ILSVRC2012_val_00042585.bin 0a0807070606060606050505050404
ILSVRC2012_val_00042588.bin 0f0e07070606060505050505050505
ILSVRC2012_val_00042596.bin 080706060605050505050505040404
ILSVRC2012_val_00042598.bin 070606050505040404040404040404
ILSVRC2012_val_00042603.bin 060505050505050505040404040404
ILSVRC2012_val_00042605.bin 080706060606050505050505040404
ILSVRC2012_val_00042615.bin 0f0a09080707060606050505050404
ILSVRC2012_val_00042617.bin 0d0d08060606050505050504040404
ILSVRC2012_val_00042620.bin 0a0a09080807070706050505040404
ILSVRC2012_val_00042624.bin 060505050404040404030303030303
ILSVRC2012_val_00042626.bin 080807070706060606060605040404
ILSVRC2012_val_00042645.bin 050404040404040303030302020202
ILSVRC2012_val_00042647.bin 050504040404040403030303030303
ILSVRC2012_val_00042663.bin 070606050505050504040404040404
ILSVRC2012_val_00042671.bin 0a0707070606060605050505050505
ILSVRC2012_val_00042676.bin 070606050505050504040404040404
ILSVRC2012_val_00042686.bin 080707070706060505050404040404
ILSVRC2012_val_00042691.bin 0a0909070706060606050505050504
ILSVRC2012_val_00042694.bin 080705040404040404030303030303
ILSVRC2012_val_00042701.bin 0a0a08080806060605050505040404
ILSVRC2012_val_00042702.bin 050504040404040404030303030303
ILSVRC2012_val_00042704.bin 070606050505040404040404040404
ILSVRC2012_val_00042707.bin 080707060606060606050404040403
ILSVRC2012_val_00042722.bin 070505050505050404040404040404
ILSVRC2012_val_00042726.bin 050504040404040303030303030303
ILSVRC2012_val_00042728.bin 060505050505050404040404040303
ILSVRC2012_val_00042736.bin 090807070606060606050505050505
ILSVRC2012_val_00042740.bin 070605050505050404040404040404
ILSVRC2012_val_00042743.bin 0b0807060606050505040404040404
ILSVRC2012_val_00042752.bin 080605050504040403030303030303
ILSVRC2012_val_00042753.bin 050504040404040404040403030303
ILSVRC2012_val_00042769.bin 060606050505040404040404040404
ILSVRC2012_val_00042770.bin 0c0806060606050505050404040404
ILSVRC2012_val_00042774.bin 0c0c0a0a0a09090806060605050504
ILSVRC2012_val_00042775.bin 060505040404040404040404040403
ILSVRC2012_val_00042778.bin 080606060505050404040404040404
ILSVRC2012_val_00042779.bin 090806040404040404040404030303
ILSVRC2012_val_00042787.bin 080806060504040404040303030303
ILSVRC2012_val_00042795.bin 090808080808070606060505050505
ILSVRC2012_val_00042799.bin 060605050505050404040404040404
ILSVRC2012_val_00042814.bin 0c0808070706060606060605050505
ILSVRC2012_val_00042819.bin 050404040403030303030303030303
ILSVRC2012_val_00042820.bin 0a0a08070706060505050404040404
ILSVRC2012_val_00042828.bin 060605040404040404040303030303
ILSVRC2012_val_00042837.bin 0a0807070706060605050505050505
ILSVRC2012_val_00042863.bin 080806060606060505050505050505
ILSVRC2012_val_00042866.bin 060606050505040403030303030303
ILSVRC2012_val_00042867.bin 070606060605050505050404040404
ILSVRC2012_val_00042880.bin 050404040404040303030303030303
ILSVRC2012_val_00042899.bin 070606060505040404040403030303
ILSVRC2012_val_00042907.bin 060404040404030303030303030303
ILSVRC2012_val_00042908.bin 060606060605050504040404040403
ILSVRC2012_val_00042911.bin 0a0606060505050404040404040404
ILSVRC2012_val_00042919.bin 070606050404040404040404030303
ILSVRC2012_val_00042920.bin 050403030303030303030202020202
ILSVRC2012_val_00042928.bin 080606050505040404040404040404
ILSVRC2012_val_00042929.bin 0e0d0c0a0a0a0a0909080808070707
ILSVRC2012_val_00042930.bin 0c0907060505050404040404040303
ILSVRC2012_val_00042932.bin 0b0b0b080707070706060605050505
ILSVRC2012_val_00042939.bin 090707070606050504040404030303
ILSVRC2012_val_00042941.bin 070605040404030303030303030303
ILSVRC2012_val_00042942.bin 060604030303030303030302020202
ILSVRC2012_val_00042955.bin 090908080707070606060606060605
ILSVRC2012_val_00042958.bin 050504040404030303030303030303
ILSVRC2012_val_00042960.bin 0a0908060606060604040404040404
ILSVRC2012_val_00042965.bin 0f0908080807060606060606060606
ILSVRC2012_val_00042967.bin 040403030303030303030303020202
ILSVRC2012_val_00042968.bin 060404030303030303030202020202
ILSVRC2012_val_00042976.bin 070706060605050505050505050404
ILSVRC2012_val_00042980.bin 0a0706050505050504040404040404
ILSVRC2012_val_00042986.bin 080605040404040404040403030303
ILSVRC2012_val_00042987.bin 090907060505050504040404040404
ILSVRC2012_val_00042991.bin 070606060605050505050504040404
ILSVRC2012_val_00042996.bin 060605040404040303030303030302
ILSVRC2012_val_00042997.bin 080705050404040404040404040303
ILSVRC2012_val_00042999.bin 090907060605050404040404040403
ILSVRC2012_val_00043002.bin 070605050404040404040404030303
ILSVRC2012_val_00043019.bin 060505050504040404040303030303
ILSVRC2012_val_00043039.bin 050404040404040404030303030303
ILSVRC2012_val_00043045.bin 0a0505050404030303030303030303
ILSVRC2012_val_00043056.bin 040403030303030303030303030303
ILSVRC2012_val_00043084.bin 070606050505050505040404040404
ILSVRC2012_val_00043092.bin 070706060605050504040404040404
ILSVRC2012_val_00043101.bin 0b0a07060606050505050504040404
ILSVRC2012_val_00043102.bin 060605050505040404040404040403
ILSVRC2012_val_00043103.bin 060605050505040404030303030303
ILSVRC2012_val_00043136.bin 0a0a08080707070705050505050505
ILSVRC2012_val_00043137.bin 100b0a090909080808080707070707
ILSVRC2012_val_00043149.bin 050404040404040403030303030303
ILSVRC2012_val_00043151.bin 040403030303030303030302020202
ILSVRC2012_val_00043155.bin 080606060505040404040404040303
ILSVRC2012_val_00043159.bin 0b0a08070605050505050404040404
ILSVRC2012_val_00043160.bin 070606050505050504040404040404
ILSVRC2012_val_00043167.bin 070606050505050504040404030303
ILSVRC2012_val_00043168.bin 0a0806060605050505050404040404
ILSVRC2012_val_00043190.bin 0a0908070707070706060606060605
ILSVRC2012_val_00043192.bin 060505050505050404040404040303
ILSVRC2012_val_00043196.bin 090605050404040303030303030303
ILSVRC2012_val_00043197.bin 080605040404040403030303030303
ILSVRC2012_val_00043204.bin 060404030303030303030303030302
ILSVRC2012_val_00043224.bin 040403030303030302020202020202
ILSVRC2012_val_00043237.bin 070707060505050404040404030303
ILSVRC2012_val_00043239.bin 090706060605050505040404040404
ILSVRC2012_val_00043248.bin 090606060505050505040404030303
ILSVRC2012_val_00043249.bin 0c0706060505050505050404040404
ILSVRC2012_val_00043268.bin 080707060606060605050505040404
ILSVRC2012_val_00043273.bin 050504040404030303030303030302
ILSVRC2012_val_00043277.bin 090707060605050505040404040404
ILSVRC2012_val_00043278.bin 090505050504040303030303030303
ILSVRC2012_val_00043283.bin 0b0707070606050505050404040404
ILSVRC2012_val_00043294.bin 070605050505050505040404040404
ILSVRC2012_val_00043316.bin 070606060605050505050504040404
ILSVRC2012_val_00043324.bin 060605050505040404030303030303
ILSVRC2012_val_00043336.bin 090605050505050404040303030303
ILSVRC2012_val_00043343.bin 070706050505050404040404040303
ILSVRC2012_val_00043348.bin 0a0908070706050505040403030303
ILSVRC2012_val_00043352.bin 090808070707060606060606060505
ILSVRC2012_val_00043376.bin 0c0808080707060606050504040404
ILSVRC2012_val_00043380.bin 060605050505040403030303030303
ILSVRC2012_val_00043382.bin 0a0907060505050505040404040404
ILSVRC2012_val_00043385.bin 080705050505040404040404040403
ILSVRC2012_val_00043390.bin 0c0909070606060505050505050504
ILSVRC2012_val_00043394.bin 070504040404040404040303030303
ILSVRC2012_val_00043409.bin 060504040303030303030303030303
ILSVRC2012_val_00043411.bin 050505050404040404040404040404
ILSVRC2012_val_00043424.bin 0f0a08070707070606060606060505
ILSVRC2012_val_00043427.bin 090909090707060606060606060606
ILSVRC2012_val_00043430.bin 050504040404040404040403030303
ILSVRC2012_val_00043438.bin 090908080807070707060606060605
ILSVRC2012_val_00043440.bin 090606060605050504040404030303
ILSVRC2012_val_00043441.bin 100808080606060505050504040404
ILSVRC2012_val_00043447.bin 080606040404040303030303030303
ILSVRC2012_val_00043449.bin 0a0908070505050505040404040403
ILSVRC2012_val_00043454.bin 060606060504040404030303030303
ILSVRC2012_val_00043468.bin 070505040404040404040404030303
ILSVRC2012_val_00043485.bin 070707070606050505050504040404
ILSVRC2012_val_00043488.bin 0c0908080806060606050505050404
ILSVRC2012_val_00043495.bin 090908070606060606050505050505
ILSVRC2012_val_00043500.bin 060505050404040404030303030303
ILSVRC2012_val_00043513.bin 060606050505050404040303030303
ILSVRC2012_val_00043515.bin 050505040403030303030303030303
ILSVRC2012_val_00043518.bin 050504040404040404030303030303
ILSVRC2012_val_00043520.bin 110808080807060505050404040404
ILSVRC2012_val_00043532.bin 050404040404030303030303030303
ILSVRC2012_val_00043535.bin 030303030303030302020202020202
ILSVRC2012_val_00043536.bin 050505040404040404030303030303
ILSVRC2012_val_00043539.bin 070606060605050505050404040404
ILSVRC2012_val_00043542.bin 090808070706050505050505050505
ILSVRC2012_val_00043545.bin 070606060404040404040404040403
ILSVRC2012_val_00043562.bin 040404040404040303030303030303
ILSVRC2012_val_00043565.bin 0a0808080707060505050505050404
ILSVRC2012_val_00043574.bin 090808080706060606050505050504
ILSVRC2012_val_00043586.bin 070504040403030303030202020202
ILSVRC2012_val_00043592.bin 090505040404040303030303030303
ILSVRC2012_val_00043595.bin 060504040404040404030303030303
ILSVRC2012_val_00043602.bin 040404040404030303030303030303
ILSVRC2012_val_00043604.bin 080606050505050404040404030303
ILSVRC2012_val_00043613.bin 060606060505050404040404040303
ILSVRC2012_val_00043616.bin 0b0a09090909080505050404040404
ILSVRC2012_val_00043619.bin 0a0908070707070606060505050505
ILSVRC2012_val_00043622.bin 060605040404040404040404030303
ILSVRC2012_val_00043625.bin 090808080707060606060505050505
ILSVRC2012_val_00043626.bin 0a0504040404040403030303030303
ILSVRC2012_val_00043636.bin 060606050505040404040404040403
ILSVRC2012_val_00043654.bin 050505040404040403030303030303
ILSVRC2012_val_00043661.bin 0b0b0a0a0909080807070606060605
ILSVRC2012_val_00043676.bin 060605050504040404040303030303
ILSVRC2012_val_00043689.bin 090907060605050504040404040303
ILSVRC2012_val_00043698.bin 0d0c09090909090909080808070706
ILSVRC2012_val_00043712.bin 070606060504040404040404040404
ILSVRC2012_val_00043714.bin 0a0907070707070706060505050504
ILSVRC2012_val_00043716.bin 060606050404040404030303030303
ILSVRC2012_val_00043732.bin 070707070606060605050504040404
ILSVRC2012_val_00043740.bin 070605050404040404040303030303
ILSVRC2012_val_00043744.bin 0d0c0b0a0a0a080707070706060606
ILSVRC2012_val_00043745.bin 0c0a09080806060606060505050504
ILSVRC2012_val_00043746.bin 090505050404040404040404040403
ILSVRC2012_val_00043747.bin 060604040404040303030303030303
ILSVRC2012_val_00043755.bin 080808070707070606060504040404
ILSVRC2012_val_00043761.bin 090907060505050504030303030303
ILSVRC2012_val_00043768.bin 070606060505050404040404040404
ILSVRC2012_val_00043770.bin 060505050505040404040404040403
ILSVRC2012_val_00043773.bin 080807070606050505040404040404
ILSVRC2012_val_00043778.bin 0f0c09090908070707060606060505
ILSVRC2012_val_00043781.bin 0e0c0b0a0a09070707060606050505
ILSVRC2012_val_00043782.bin 080505040404040403030303030303
ILSVRC2012_val_00043785.bin 080707070706060505050504040404
ILSVRC2012_val_00043790.bin 040404030303030303020202020202
ILSVRC2012_val_00043799.bin 070606060606050505050505040404
ILSVRC2012_val_00043807.bin 060605050505040404040404030303
ILSVRC2012_val_00043811.bin 070606060505050505050505040404
ILSVRC2012_val_00043814.bin 090807060606060505050504040404
ILSVRC2012_val_00043821.bin 090907060606060505050505050404
ILSVRC2012_val_00043829.bin 060606050505050404040404030303
ILSVRC2012_val_00043831.bin 090909080706060606050505040404
ILSVRC2012_val_00043847.bin 050505050404040404030303030303
ILSVRC2012_val_00043848.bin 090909080807070606060606050504
ILSVRC2012_val_00043854.bin 080706060605050404040404040403
ILSVRC2012_val_00043857.bin 080707070605050504040403030303
ILSVRC2012_val_00043863.bin 0c0908080806060505050505050404
ILSVRC2012_val_00043866.bin 060505050404040303030303030303
ILSVRC2012_val_00043875.bin 080605040403030303030303030303
ILSVRC2012_val_00043892.bin 050404040404040404030303030303
ILSVRC2012_val_00043900.bin 0b0806060605050505040404040404
ILSVRC2012_val_00043907.bin 0a0909070706050505040404040303
ILSVRC2012_val_00043910.bin 060504040404040404040303030303
ILSVRC2012_val_00043920.bin 0b0908080707070606060505050404
ILSVRC2012_val_00043921.bin 050505050404040403030303030303
ILSVRC2012_val_00043923.bin 0a0908070706060404040404040403
ILSVRC2012_val_00043926.bin 060605050404040404040403030303
ILSVRC2012_val_00043928.bin 090908080707060606060606050505
ILSVRC2012_val_00043929.bin 050504040404030303030303030302
ILSVRC2012_val_00043930.bin 0b0707060605050505050404040404
ILSVRC2012_val_00043931.bin 0b0a0a070707070705050505050404
ILSVRC2012_val_00043932.bin 050404040404040404030303030303
ILSVRC2012_val_00043935.bin 080707060606050505040404040404
ILSVRC2012_val_00043936.bin 0f0a08080807070706060606060605
ILSVRC2012_val_00043941.bin 090909060605050404040403030303
ILSVRC2012_val_00043947.bin 0a0a08080808070706060605050504
ILSVRC2012_val_00043953.bin 0c0909080707070606050505050505
ILSVRC2012_val_00043962.bin 060505050505040404040303030303
ILSVRC2012_val_00043963.bin 090908070606060605050504040403
ILSVRC2012_val_00043967.bin 040404030303030303030303030202
ILSVRC2012_val_00043981.bin 050404040303030303030303030303
ILSVRC2012_val_00043985.bin 0f0c09070707070606060505050505
ILSVRC2012_val_00043987.bin 060505050404040404040404040404
ILSVRC2012_val_00043988.bin 070606060605050404040404040403
ILSVRC2012_val_00043991.bin 090606050505050404040404030303
ILSVRC2012_val_00043998.bin 070707060505050505040404030303
ILSVRC2012_val_00043999.bin 0a0907050505050404040404040303
ILSVRC2012_val_00044010.bin 080807060605050504040404040404
ILSVRC2012_val_00044026.bin 0a0908070707060606060505050505
ILSVRC2012_val_00044029.bin 0e0606050505050505040404040404
ILSVRC2012_val_00044033.bin 050504040404030303030303030303
ILSVRC2012_val_00044035.bin 110707060505050505040404040303
ILSVRC2012_val_00044037.bin 050505040404040404030303030303
ILSVRC2012_val_00044047.bin 090706060606060605050505050404
ILSVRC2012_val_00044053.bin 120a0a0a0909090808080808080806
ILSVRC2012_val_00044057.bin 090706060606060606060606050505
ILSVRC2012_val_00044063.bin 070707050505040404040404040404
ILSVRC2012_val_00044071.bin 060505040404040404040303030303
ILSVRC2012_val_00044090.bin 090706060505050505040404040404
ILSVRC2012_val_00044095.bin 090605050504040404040303030303
ILSVRC2012_val_00044099.bin 050504040403030303030303030303
ILSVRC2012_val_00044100.bin 080706050505040404030303030303
ILSVRC2012_val_00044110.bin 090807060606050505050505050505
ILSVRC2012_val_00044113.bin 060606050505050404040404040404
ILSVRC2012_val_00044115.bin 0e0605050505040404040404040404
ILSVRC2012_val_00044117.bin 100806060505050504030303030303
ILSVRC2012_val_00044127.bin 080706060505040404030303030303
ILSVRC2012_val_00044134.bin 080706060606060605050505050505
ILSVRC2012_val_00044138.bin 090907070707070606060505050505
ILSVRC2012_val_00044143.bin 080807070606060606060606050505
ILSVRC2012_val_00044157.bin 090606060605040404040404040403
ILSVRC2012_val_00044158.bin 0e0b08080808070707060606060606
ILSVRC2012_val_00044160.bin 0c0b0a0a0808080806060606060605
ILSVRC2012_val_00044168.bin 060505050404040404030303030303
ILSVRC2012_val_00044174.bin 050504040403030303030303030303
ILSVRC2012_val_00044186.bin 080606060605050505050404040404
ILSVRC2012_val_00044195.bin 110908080707070606060505050404
ILSVRC2012_val_00044201.bin 0f0908060505050504040403030303
ILSVRC2012_val_00044204.bin 070707070605050504040404040404
ILSVRC2012_val_00044207.bin 080807070707060606060605050504
ILSVRC2012_val_00044211.bin 090606050505050504040404040404
ILSVRC2012_val_00044218.bin 060505040404040404040404040403
ILSVRC2012_val_00044220.bin 080707060606050505040404040404
ILSVRC2012_val_00044225.bin 050505050504040404040404030303
ILSVRC2012_val_00044235.bin 050504030303030303030303030303
ILSVRC2012_val_00044252.bin 090908080808070706060606060605
ILSVRC2012_val_00044259.bin 070606060505050505050505040404
ILSVRC2012_val_00044264.bin 060505050504040303030303030302
ILSVRC2012_val_00044266.bin 0b0a0a0a0808070707070606050505
ILSVRC2012_val_00044278.bin 070505050404040404040404040303
ILSVRC2012_val_00044287.bin 150a09070707060606050505040404
ILSVRC2012_val_00044290.bin 050504040404030303030303030303
ILSVRC2012_val_00044296.bin 090807070706060505050504030303
ILSVRC2012_val_00044298.bin 040404030303030303030303020202
ILSVRC2012_val_00044299.bin 0c0909080707070606060606050505
ILSVRC2012_val_00044322.bin 090706060606060606050505050505
ILSVRC2012_val_00044323.bin 060505050404040404030303030303
ILSVRC2012_val_00044327.bin 0b0909090808080807070707060606
ILSVRC2012_val_00044340.bin 0c0807060605050505050404030303
ILSVRC2012_val_00044342.bin 0a0707060606050504040404040403
ILSVRC2012_val_00044360.bin 070606060605050505050504040404
ILSVRC2012_val_00044362.bin 070606060505040404040404030303
ILSVRC2012_val_00044392.bin 060505050404040404040403030303
ILSVRC2012_val_00044405.bin 070605050404040403030303030303
ILSVRC2012_val_00044408.bin 070705040404040303030303030302
ILSVRC2012_val_00044420.bin 070505050505050505040404040403
ILSVRC2012_val_00044421.bin 060505050505050404040404040404
ILSVRC2012_val_00044431.bin 050505050404040403030303030303
ILSVRC2012_val_00044432.bin 060505040404040303030303030303
ILSVRC2012_val_00044434.bin 070706060505050505040404040303
ILSVRC2012_val_00044443.bin 060504040403030303030303030303
ILSVRC2012_val_00044445.bin 0a0605050505040404040404040404
ILSVRC2012_val_00044448.bin 0a0808080706060606050505050505
ILSVRC2012_val_00044449.bin 070606060505050404040404040404
ILSVRC2012_val_00044460.bin 0b0a07070707060606050505050504
ILSVRC2012_val_00044467.bin 0d0905050504040404030303030303
ILSVRC2012_val_00044486.bin 070606050505050505040404040404
ILSVRC2012_val_00044487.bin 0c0806060505040404040404040404
ILSVRC2012_val_00044492.bin 060504040404040303030303030303
ILSVRC2012_val_00044498.bin 080706060606050505050505050505
ILSVRC2012_val_00044509.bin 070707070606060606050505050505
ILSVRC2012_val_00044511.bin 0a0807070706060505040404040303
ILSVRC2012_val_00044516.bin 0d0b0a0a0a09080707060606060505
ILSVRC2012_val_00044520.bin 060505050505040404040404040404
ILSVRC2012_val_00044521.bin 050504040403030303030303020202
ILSVRC2012_val_00044526.bin 080606060605050505050404040404
ILSVRC2012_val_00044537.bin 080808080707060606060605050505
ILSVRC2012_val_00044541.bin 070504040303030303030303030303
ILSVRC2012_val_00044558.bin 090605050505050404040404040404
ILSVRC2012_val_00044561.bin 050505050404040404040303030303
ILSVRC2012_val_00044583.bin 050504040404040404030303030303
ILSVRC2012_val_00044598.bin 060505040404040403030303030303
ILSVRC2012_val_00044601.bin 080706060404030303030303030202
ILSVRC2012_val_00044603.bin 080505040404040404040404030303
ILSVRC2012_val_00044604.bin 070605050505050404040404040404
ILSVRC2012_val_00044613.bin 0a0707060605050504040404040404
ILSVRC2012_val_00044614.bin 060505050404040404040404040404
ILSVRC2012_val_00044616.bin 0e0c09090808060606060505050404
ILSVRC2012_val_00044625.bin 070505040404030303030303030302
ILSVRC2012_val_00044626.bin 060605050505050404040403030303
ILSVRC2012_val_00044627.bin 070605050505040404040303030303
ILSVRC2012_val_00044634.bin 0e0908080605050505050404040404
ILSVRC2012_val_00044643.bin 0d0b0b080807070707070606060606
ILSVRC2012_val_00044646.bin 130c0b070707060605050504040404
ILSVRC2012_val_00044647.bin 060605050505040404030303030303
ILSVRC2012_val_00044649.bin 120b0a090908070707070606060505
ILSVRC2012_val_00044650.bin 070606060505050504040404040403
ILSVRC2012_val_00044691.bin 11100d0b0a0a0a0909090908070706
ILSVRC2012_val_00044693.bin 0a0807070606040404040404040404
ILSVRC2012_val_00044695.bin 0b0909080808070707070707070606
ILSVRC2012_val_00044697.bin 080707050505050505050404040404
ILSVRC2012_val_00044702.bin 090808070706060606050505050505
ILSVRC2012_val_00044738.bin 100d08070706060606060605050504
ILSVRC2012_val_00044739.bin 0c0908070707060606060605050504
ILSVRC2012_val_00044740.bin 0a0908080808070707060605050505
ILSVRC2012_val_00044750.bin 0b0807070606050505050505050505
ILSVRC2012_val_00044753.bin 050505050505050404040403030303
ILSVRC2012_val_00044768.bin 0b0909080806060606060505050504
ILSVRC2012_val_00044780.bin 060606060605050505050504040404
ILSVRC2012_val_00044784.bin 070706060606060605050505050505
ILSVRC2012_val_00044793.bin 070606040404040404030303030303
ILSVRC2012_val_00044808.bin 080606050505050404040404040404
ILSVRC2012_val_00044810.bin 060604040404040404040403030303
ILSVRC2012_val_00044815.bin 040404030303030303030303030302
ILSVRC2012_val_00044816.bin 060605050505050504040404040403
ILSVRC2012_val_00044826.bin 080606050505050504040404040404
ILSVRC2012_val_00044830.bin 060605050505050505040404040404
ILSVRC2012_val_00044831.bin 0d0909080808070707060606060505
ILSVRC2012_val_00044833.bin 080505040404040403030303030303
ILSVRC2012_val_00044845.bin 070605050404040303030303030303
ILSVRC2012_val_00044847.bin 080807070707070706060605050505
ILSVRC2012_val_00044858.bin 0a0807060505050505040404040303
ILSVRC2012_val_00044865.bin 0a0807060505050505050404040404
